"prodID";"prodName";"compID";"compName";"gender";"category";"size";"occasion";"material";"weight";"repeatable";"made";"warranty";"price"
873;"Sassy Flattering Embellished Charm";150;"Friesen LLC Inc";"Male";"Charm";43;"Thank You";"Rose Gold";9;"No";"Machine";"Yes";11013
874;"Casual Smoky Earrings";150;"Friesen LLC Inc";"Male";"Earrings";7;"Birthday";"White Gold";3;"No";"Handmade";"No";17120
875;"Hammered Wrapped Detailed Amulet";150;"Friesen LLC Inc";"Female";"Amulet";50;"Apology";"White Gold";4;"Yes";"Handmade";"Yes";20326
876;"Savvy Flirty Pin";150;"Friesen LLC Inc";"Female";"Pin";35;"Birthday";"Onyx";7;"Yes";"Machine";"No";5483
877;"Solid Clustered Sporty Charm";150;"Friesen LLC Inc";"Female";"Charm";48;"Birthday";"Sapphires";19;"No";"Handmade";"Yes";15133
878;"Water-Resistant Wardrobe-Friendly Artisan Pendant";151;"Stoltenberg Group and Co";"Female";"Pendant";15;"Holiday";"Rose Gold";4;"No";"Handmade";"No";22375
879;"Sophisticated Cute Bracelet";152;"Cassin Monahan and Vandervort LLC";"Female";"Bracelet";146;"Surgery";"Aquamarines";4;"No";"Handmade";"Yes";7414
880;"Dapper Simple Bracelet";152;"Cassin Monahan and Vandervort LLC";"Female";"Bracelet";158;"Graduation";"Silk";13;"No";"Handmade";"No";17662
881;"Top-Of-The-Line Radiant Pendant";152;"Cassin Monahan and Vandervort LLC";"Male";"Pendant";38;"Anniversary";"Diamonds";20;"No";"Handmade";"No";4131
882;"Colorful Plated Brooch";152;"Cassin Monahan and Vandervort LLC";"Male";"Brooch";31;"Engagement";"Silk";13;"Yes";"Machine";"No";10704
883;"Slip-On Multistrand Hairpin";152;"Cassin Monahan and Vandervort LLC";"Male";"Hairpin";21;"Birthday";"Rose Gold";7;"Yes";"Handmade";"Yes";1366
884;"Encased Multi-Faceted Pin";152;"Cassin Monahan and Vandervort LLC";"Male";"Pin";38;"Apology";"Colored Gemstones";15;"No";"Handmade";"No";11590
885;"Sleek Bold Flexible Bracelet";153;"Bernhard Ltd";"Female";"Bracelet";129;"Holiday";"White Gold";7;"No";"Machine";"No";13908
886;"Two-Tone Tapered Pin";153;"Bernhard Ltd";"Female";"Pin";32;"Apology";"Gold";4;"No";"Handmade";"Yes";26596
887;"Mosaic Striking Glitzy Cuff links";153;"Bernhard Ltd";"Female";"Cuff links";21;"Surgery";"Colored Diamonds";10;"No";"Handmade";"No";10856
888;"Tiny Timeless Casual Necklace";153;"Bernhard Ltd";"Female";"Necklace";757;"Apology";"Silk";11;"No";"Handmade";"No";46648
889;"Hand-Finished Smooth Ring";154;"Pagac LLC";"Male";"Ring";13;"Apology";"Titanium";2;"Yes";"Machine";"Yes";4178
890;"Wrapped Polished Tapered Watch";154;"Pagac LLC";"Female";"Watch";39;"Just Because";"Platinum";9;"Yes";"Machine";"No";8137
891;"Sleek Detailed Ring";154;"Pagac LLC";"Male";"Ring";8;"Graduation";"Rose Gold";1;"Yes";"Machine";"Yes";8030
892;"Carved Classic Watch";154;"Pagac LLC";"Female";"Watch";39;"Promotion";"Tanzanites";5;"No";"Machine";"Yes";12449
893;"Round-Cut Comfy Reliable Brooch";154;"Pagac LLC";"Male";"Brooch";39;"Graduation";"Aquamarines";10;"Yes";"Machine";"Yes";1767
894;"Adorable Teardrop Inlaid Anklet";154;"Pagac LLC";"Male";"Anklet";144;"Surgery";"Platinum";11;"Yes";"Handmade";"No";10770
895;"Designer Vintage Watch";155;"Hickle-Abshire Inc";"Male";"Watch";39;"Engagement";"Titanium";5;"Yes";"Machine";"No";1834
896;"Original Tapered Pin";155;"Hickle-Abshire Inc";"Male";"Pin";13;"Engagement";"Colored Gemstones";4;"Yes";"Machine";"Yes";2185
897;"Bangle-Style Durable Nickel-Free Ring";155;"Hickle-Abshire Inc";"Male";"Ring";3;"Thank You";"Onyx";11;"Yes";"Machine";"Yes";880
898;"Metallic Striking Ring";155;"Hickle-Abshire Inc";"Male";"Ring";11;"Thank You";"Colored Gemstones";19;"Yes";"Handmade";"Yes";5445
899;"Snag-Free Intricate Belly chain";155;"Hickle-Abshire Inc";"Female";"Belly chain";603;"Graduation";"Platinum";6;"No";"Handmade";"Yes";9037
900;"Dramatic Costume Superior Watch";155;"Hickle-Abshire Inc";"Female";"Watch";46;"Engagement";"Silk";6;"No";"Handmade";"No";21902
901;"Hand-Finished Edgy Pendant";155;"Hickle-Abshire Inc";"Male";"Pendant";21;"Engagement";"Tanzanites";14;"Yes";"Machine";"Yes";270
902;"Complex Artisan Original Hairpin";155;"Hickle-Abshire Inc";"Female";"Hairpin";32;"Just Because";"Stainless Steel";12;"Yes";"Handmade";"No";5053
903;"Smoky Polished Slip-On Ring";155;"Hickle-Abshire Inc";"Male";"Ring";3;"Promotion";"Ruthenium";19;"No";"Handmade";"No";3522
904;"Dangly Dramatic Pendant";156;"Pagac-Zulauf Inc";"Female";"Pendant";37;"Birthday";"Colored Diamonds";8;"Yes";"Machine";"No";3316
905;"Edgy Water-Resistant Pendant";156;"Pagac-Zulauf Inc";"Female";"Pendant";19;"Baby Shower";"White Gold";7;"No";"Machine";"Yes";8616
906;"Sale-Priced Simple Watch";156;"Pagac-Zulauf Inc";"Female";"Watch";33;"Apology";"Tanzanites";20;"No";"Handmade";"Yes";19852
907;"Smoky Adorable Earrings";156;"Pagac-Zulauf Inc";"Male";"Earrings";7;"Surgery";"Platinum";7;"Yes";"Machine";"Yes";2211
908;"Polished Glitzy Iridescent Ring";157;"Smith and Hartmann PLC";"Female";"Ring";4;"Just Because";"Stainless Steel";8;"No";"Handmade";"No";13551
909;"Hinged Etched Ring";157;"Smith and Hartmann PLC";"Female";"Ring";5;"Holiday";"Gold";17;"No";"Machine";"No";12104
910;"Brilliant Structural Watch";157;"Smith and Hartmann PLC";"Male";"Watch";33;"Engagement";"Gold";11;"No";"Handmade";"No";10300
911;"Dramatic Princess-Cut Cute Circlet";158;"Schuster Ltd LLC";"Male";"Circlet";538;"Surgery";"Turquoise";12;"No";"Handmade";"No";9941
912;"Dapper Beaded Etched Belly chain";158;"Schuster Ltd LLC";"Male";"Belly chain";539;"Birthday";"Lacquer";4;"No";"Handmade";"No";13428
913;"Glitzy Reliable Brilliant Pendant";158;"Schuster Ltd LLC";"Female";"Pendant";29;"Wedding";"Silk";17;"No";"Handmade";"No";29006
914;"Gold Lightweight Keepsake Ring";158;"Schuster Ltd LLC";"Female";"Ring";7;"Baby Shower";"White Gold";1;"Yes";"Machine";"No";15099
915;"Small Beaded Flirty Circlet";158;"Schuster Ltd LLC";"Female";"Circlet";604;"Just Because";"White Gold";18;"Yes";"Handmade";"No";12604
916;"Designer Superior Earrings";158;"Schuster Ltd LLC";"Male";"Earrings";6;"Thank You";"Onyx";2;"No";"Machine";"Yes";14080
917;"Bejeweled Inlaid Snag-Free Necklace";158;"Schuster Ltd LLC";"Female";"Necklace";445;"Surgery";"Tanzanites";2;"Yes";"Handmade";"Yes";13002
918;"Corrosion-Resistant Smoky Brooch";158;"Schuster Ltd LLC";"Male";"Brooch";37;"Thank You";"Colored Gemstones";11;"Yes";"Handmade";"Yes";13740
919;"Decorative Nickel-Free Beautiful Bracelet";158;"Schuster Ltd LLC";"Female";"Bracelet";173;"Apology";"Tanzanites";4;"No";"Machine";"Yes";34890
920;"Suspended Hand-Crafted Preppy Bracelet";158;"Schuster Ltd LLC";"Female";"Bracelet";224;"Wedding";"Silk";2;"Yes";"Handmade";"Yes";25074
921;"Hinged Whimsical Faceted Circlet";159;"Littel Group Ltd";"Female";"Circlet";627;"Engagement";"Rose Gold";1;"No";"Machine";"No";12189
922;"Preppy Suspended Gorgeous Locket";159;"Littel Group Ltd";"Female";"Locket";24;"Anniversary";"Diamonds";8;"No";"Machine";"No";12539
923;"Etched Marquise-Cut Beaded Locket";160;"Watsica and Jacobs Group";"Female";"Locket";26;"Baby Shower";"Tanzanites";7;"No";"Handmade";"No";14263
924;"Cut-Out Round-Cut Hairpin";160;"Watsica and Jacobs Group";"Female";"Hairpin";50;"Surgery";"Aquamarines";1;"Yes";"Machine";"Yes";5733
925;"Bejeweled Reliable Circlet";160;"Watsica and Jacobs Group";"Male";"Circlet";592;"Thank You";"Colored Diamonds";18;"Yes";"Handmade";"Yes";2409
926;"Wear-Anywhere Gold-Filled Bracelet";160;"Watsica and Jacobs Group";"Female";"Bracelet";179;"Baby Shower";"Lacquer";18;"No";"Machine";"Yes";19292
927;"Top-Of-The-Line Faceted Bangle-Style Pendant";160;"Watsica and Jacobs Group";"Male";"Pendant";46;"Anniversary";"Tanzanites";14;"Yes";"Machine";"Yes";5915
928;"Versatile Hand-Finished Kiln-Fired Anklet";161;"Padberg-Bode";"Male";"Anklet";163;"Just Because";"Lacquer";17;"No";"Handmade";"No";16614
929;"Two-Tone Tapered Trendsetting Watch";161;"Padberg-Bode";"Male";"Watch";45;"Baby Shower";"Aquamarines";12;"No";"Handmade";"Yes";15850
930;"Colorful Sexy Metallic Cuff links";161;"Padberg-Bode";"Female";"Cuff links";24;"Thank You";"Crystal";15;"Yes";"Handmade";"No";11178
931;"Crackled Funky Bangle-Style Hairpin";161;"Padberg-Bode";"Male";"Hairpin";30;"Promotion";"Stainless Steel";3;"No";"Machine";"Yes";8368
932;"Preppy Wear-Anywhere Amulet";162;"Macejkovic-Dooley";"Male";"Amulet";45;"Apology";"Gold";10;"Yes";"Handmade";"No";3890
933;"Bangle-Style Reflective Beautiful Bracelet";163;"Thiel-Schaden";"Male";"Bracelet";144;"Anniversary";"Sapphires";5;"Yes";"Handmade";"No";2255
934;"Adorable Kiln-Fired Bracelet";163;"Thiel-Schaden";"Female";"Bracelet";128;"Wedding";"Sterling Silver";14;"Yes";"Machine";"No";3927
935;"Flexible Minimalist Intricate Armlet";163;"Thiel-Schaden";"Female";"Armlet";144;"Just Because";"Crystal";1;"Yes";"Handmade";"No";5260
936;"Small Timeless Corrosion-Resistant Cuff links";163;"Thiel-Schaden";"Female";"Cuff links";27;"Apology";"Lacquer";14;"Yes";"Machine";"Yes";7510
937;"Semi-Translucent Striking Studded Belly chain";163;"Thiel-Schaden";"Male";"Belly chain";583;"Thank You";"Platinum";2;"No";"Machine";"Yes";4330
938;"Mosaic Lovely Sparkling Earrings";163;"Thiel-Schaden";"Male";"Earrings";3;"Baby Shower";"Stainless Steel";7;"No";"Handmade";"Yes";8185
939;"Glittering Gold-Toned Wear-Anywhere Necklace";163;"Thiel-Schaden";"Female";"Necklace";794;"Promotion";"Rose Gold";10;"Yes";"Handmade";"No";5652
940;"Crackled Delicate Watch";163;"Thiel-Schaden";"Female";"Watch";39;"Thank You";"Colored Diamonds";15;"No";"Machine";"Yes";7920
941;"Inlaid Unique Semi-Translucent Circlet";164;"McLaughlin Group and Co";"Male";"Circlet";605;"Apology";"Platinum";10;"Yes";"Machine";"Yes";1758
942;"Hinged Plated Ring";164;"McLaughlin Group and Co";"Male";"Ring";13;"Baby Shower";"White Gold";16;"Yes";"Handmade";"Yes";6768
943;"Wear-Anywhere Precise Bracelet";164;"McLaughlin Group and Co";"Female";"Bracelet";218;"Baby Shower";"Crystal";17;"Yes";"Machine";"No";6871
944;"Colorful Adjustable Circlet";164;"McLaughlin Group and Co";"Female";"Circlet";538;"Graduation";"Rose Gold";5;"Yes";"Handmade";"Yes";10654
945;"Stunning Studded One-Of-A-Kind Cuff links";164;"McLaughlin Group and Co";"Female";"Cuff links";25;"Holiday";"Tanzanites";10;"No";"Machine";"Yes";19290
946;"Laser-Cut Keepsake Bracelet";165;"Jerde and Ebert";"Female";"Bracelet";129;"Thank You";"Gold";15;"No";"Machine";"No";15149
947;"Precious Sleek Hairpin";165;"Jerde and Ebert";"Male";"Hairpin";20;"Just Because";"Sapphires";3;"Yes";"Machine";"Yes";4370
948;"Casual Coordinating Locket";165;"Jerde and Ebert";"Female";"Locket";17;"Promotion";"Sapphires";5;"No";"Handmade";"Yes";21416
949;"Sparkling Attention-Getting Earrings";165;"Jerde and Ebert";"Male";"Earrings";4;"Promotion";"Titanium";18;"Yes";"Machine";"Yes";4392
950;"Crackled Prismatic Cut-Out Earrings";165;"Jerde and Ebert";"Male";"Earrings";5;"Engagement";"Lacquer";13;"No";"Machine";"No";9932
951;"Attention-Getting Contemporary Cuff links";165;"Jerde and Ebert";"Female";"Cuff links";37;"Birthday";"Titanium";19;"Yes";"Machine";"Yes";7279
952;"Versatile Chic Circlet";165;"Jerde and Ebert";"Female";"Circlet";633;"Baby Shower";"Ruthenium";11;"No";"Handmade";"Yes";24702
953;"Classic Waterproof Amulet";165;"Jerde and Ebert";"Female";"Amulet";42;"Birthday";"Rose Gold";10;"No";"Machine";"No";14425
954;"Etched Striking Belly chain";166;"Dickens and Barrows and Co";"Female";"Belly chain";524;"Thank You";"Gold";15;"No";"Handmade";"No";20504
955;"Pierced Gold-Plated Belly chain";166;"Dickens and Barrows and Co";"Male";"Belly chain";626;"Wedding";"Platinum";3;"No";"Handmade";"Yes";17166
956;"Dramatic Tapered Whimsical Anklet";166;"Dickens and Barrows and Co";"Male";"Anklet";162;"Just Because";"Colored Diamonds";6;"Yes";"Handmade";"No";2366
957;"Hand-Carved Original Inlaid Locket";166;"Dickens and Barrows and Co";"Female";"Locket";15;"Engagement";"Silk";1;"No";"Machine";"No";21176
958;"Inlaid Studded Circlet";167;"Orn-Schroeder Group";"Female";"Circlet";621;"Birthday";"Onyx";1;"Yes";"Machine";"Yes";12428
959;"Prismatic Teardrop Pendant";167;"Orn-Schroeder Group";"Female";"Pendant";48;"Just Because";"Aquamarines";6;"Yes";"Machine";"Yes";13462
960;"Reflective Crackled Brooch";167;"Orn-Schroeder Group";"Female";"Brooch";37;"Baby Shower";"Sapphires";13;"No";"Machine";"Yes";16954
961;"Rugged Beaded Belly chain";167;"Orn-Schroeder Group";"Female";"Belly chain";594;"Apology";"Rose Gold";7;"No";"Handmade";"No";41444
962;"Durable Antique Reliable Circlet";167;"Orn-Schroeder Group";"Male";"Circlet";580;"Graduation";"Pearls";4;"Yes";"Handmade";"No";7633
963;"Exceptional Gorgeous Ring";168;"Dare and Rice";"Male";"Ring";7;"Birthday";"White Gold";19;"Yes";"Handmade";"No";2474
964;"Preppy Elegant Wrapped Locket";168;"Dare and Rice";"Female";"Locket";29;"Promotion";"Colored Gemstones";4;"No";"Machine";"Yes";13187
965;"Stylish Attention-Getting Hairpin";169;"Osinski and Goyette and Co";"Female";"Hairpin";35;"Surgery";"Ruthenium";17;"Yes";"Machine";"Yes";3402
966;"Tiny Adjustable Exciting Charm";170;"Metz Inc";"Male";"Charm";45;"Thank You";"White Gold";19;"Yes";"Handmade";"Yes";10180
967;"Rough-Cut Plated Snag-Free Watch";170;"Metz Inc";"Female";"Watch";47;"Holiday";"Colored Diamonds";11;"No";"Handmade";"No";15433
968;"Individualist Minimalist Locket";171;"Jerde Group";"Male";"Locket";22;"Engagement";"Crystal";2;"Yes";"Machine";"No";1959
969;"Artisan Studded Armlet";171;"Jerde Group";"Female";"Armlet";227;"Engagement";"Platinum";18;"Yes";"Machine";"No";2889
970;"Innovative Scratch-Resistant Princess-Cut Charm";171;"Jerde Group";"Female";"Charm";20;"Promotion";"Diamonds";9;"Yes";"Handmade";"No";5790
971;"Wardrobe-Friendly Comfortable Round-Cut Pin";171;"Jerde Group";"Male";"Pin";31;"Just Because";"Silk";19;"No";"Machine";"No";12432
972;"Radiant Snag-Free Princess-Cut Cuff links";171;"Jerde Group";"Male";"Cuff links";33;"Apology";"Lacquer";19;"No";"Machine";"No";14176
973;"Flirty Metallic Smooth Locket";171;"Jerde Group";"Male";"Locket";35;"Just Because";"Colored Gemstones";18;"No";"Handmade";"Yes";6725
974;"Polished Sassy Watch";172;"Feeney Ltd";"Female";"Watch";47;"Apology";"Lacquer";1;"No";"Handmade";"No";16446
975;"Slender Wear-Anywhere Hairpin";172;"Feeney Ltd";"Male";"Hairpin";29;"Promotion";"Titanium";7;"No";"Handmade";"No";6512
976;"Bejeweled Simple Marquise-Cut Amulet";172;"Feeney Ltd";"Female";"Amulet";26;"Graduation";"Colored Diamonds";12;"No";"Machine";"Yes";8517
977;"Charming Cool Necklace";172;"Feeney Ltd";"Male";"Necklace";739;"Baby Shower";"White Gold";20;"No";"Machine";"No";4232
978;"Smooth Cool Bracelet";173;"Jacobi and Mraz and Co";"Male";"Bracelet";226;"Wedding";"Lacquer";8;"No";"Handmade";"No";10564
979;"Flexible Set Brooch";173;"Jacobi and Mraz and Co";"Female";"Brooch";38;"Anniversary";"Gold";10;"Yes";"Handmade";"No";7213
980;"Silver-Tone Smooth Gold Locket";173;"Jacobi and Mraz and Co";"Male";"Locket";15;"Surgery";"Stainless Steel";10;"Yes";"Handmade";"No";4992
981;"Hand-Carved Rough-Cut Versatile Locket";173;"Jacobi and Mraz and Co";"Female";"Locket";17;"Wedding";"Onyx";3;"Yes";"Machine";"Yes";13822
982;"Timeless Hammered Small Amulet";174;"Konopelski-Lowe PLC";"Female";"Amulet";13;"Apology";"Lacquer";9;"No";"Handmade";"Yes";47172
983;"Hot Supportive Pierced Charm";174;"Konopelski-Lowe PLC";"Male";"Charm";13;"Apology";"Platinum";3;"No";"Machine";"No";8486
984;"Reliable Gunmetal Brooch";174;"Konopelski-Lowe PLC";"Male";"Brooch";18;"Apology";"Onyx";2;"No";"Machine";"No";10502
985;"Rust-Resistant Sparkling Bracelet";174;"Konopelski-Lowe PLC";"Female";"Bracelet";177;"Anniversary";"Lacquer";3;"No";"Machine";"No";13552
986;"Semi-Translucent Tapered Amulet";174;"Konopelski-Lowe PLC";"Female";"Amulet";44;"Engagement";"Lacquer";3;"No";"Machine";"No";16749
987;"Cutting-Edge Waterproof Edgy Watch";174;"Konopelski-Lowe PLC";"Male";"Watch";48;"Baby Shower";"Colored Gemstones";6;"No";"Handmade";"No";7792
988;"Rugged Smooth Casual Brooch";174;"Konopelski-Lowe PLC";"Female";"Brooch";27;"Holiday";"Silk";11;"No";"Handmade";"Yes";26566
989;"Etched Individualist Anklet";175;"Rau Ltd";"Male";"Anklet";204;"Graduation";"Sapphires";13;"Yes";"Handmade";"Yes";861
990;"Princess-Cut Fancy Brooch";175;"Rau Ltd";"Female";"Brooch";27;"Graduation";"Stainless Steel";16;"Yes";"Handmade";"No";3479
991;"Charming Hand-Hammered Carved Armlet";175;"Rau Ltd";"Female";"Armlet";186;"Apology";"Turquoise";7;"No";"Machine";"No";11313
992;"Precious Bangle-Style Cutting-Edge Ring";175;"Rau Ltd";"Female";"Ring";13;"Baby Shower";"Silk";9;"No";"Handmade";"Yes";19678
993;"Tribal Sassy Bracelet";175;"Rau Ltd";"Female";"Bracelet";229;"Holiday";"Sterling Silver";10;"Yes";"Handmade";"No";6183
994;"Set Precise Pierced Necklace";175;"Rau Ltd";"Female";"Necklace";642;"Birthday";"Gold";10;"No";"Machine";"Yes";6393
995;"Wardrobe-Friendly Timeless Stylish Charm";175;"Rau Ltd";"Female";"Charm";36;"Graduation";"Silk";18;"No";"Machine";"No";15263
996;"Sparkly Wardrobe-Friendly Earrings";175;"Rau Ltd";"Female";"Earrings";8;"Apology";"Colored Gemstones";4;"No";"Handmade";"Yes";19262
997;"Charming Savvy Sparkly Necklace";176;"Crooks-Wisoky and Co";"Female";"Necklace";499;"Baby Shower";"Colored Diamonds";20;"Yes";"Handmade";"Yes";4809
998;"Adorable Chunky Armlet";176;"Crooks-Wisoky and Co";"Male";"Armlet";152;"Anniversary";"Tanzanites";14;"Yes";"Handmade";"Yes";4023
999;"Dapper Plated Graceful Anklet";176;"Crooks-Wisoky and Co";"Male";"Anklet";229;"Apology";"Crystal";3;"No";"Handmade";"No";16650
1000;"Reliable Keepsake Bracelet";177;"Batz-McKenzie and Co";"Female";"Bracelet";158;"Wedding";"Onyx";13;"Yes";"Handmade";"No";3845
1001;"Sassy Sparkly Belly chain";177;"Batz-McKenzie and Co";"Female";"Belly chain";570;"Baby Shower";"Onyx";18;"Yes";"Machine";"No";5925
1002;"Silver-Tone One-Of-A-Kind Hairpin";178;"Grant Inc and Co";"Female";"Hairpin";45;"Baby Shower";"Sapphires";13;"Yes";"Handmade";"Yes";13117
1003;"Burnished Slip-On Locket";178;"Grant Inc and Co";"Male";"Locket";39;"Promotion";"Lacquer";11;"Yes";"Machine";"No";2135
1004;"Subtle Simple Watch";178;"Grant Inc and Co";"Female";"Watch";38;"Just Because";"Silk";15;"Yes";"Handmade";"No";19234
1005;"Sleek Dangly Belly chain";178;"Grant Inc and Co";"Female";"Belly chain";542;"Promotion";"Sterling Silver";1;"No";"Handmade";"No";17776
1006;"Engineered Adorable Necklace";178;"Grant Inc and Co";"Female";"Necklace";539;"Graduation";"Ruthenium";20;"Yes";"Handmade";"No";8643
1007;"Lightweight Chunky Hairpin";178;"Grant Inc and Co";"Male";"Hairpin";24;"Just Because";"White Gold";18;"No";"Handmade";"Yes";8760
1008;"Individualist Sexy Superior Charm";178;"Grant Inc and Co";"Male";"Charm";27;"Surgery";"Pearls";14;"No";"Handmade";"Yes";5870
1009;"Mosaic Crackled Brooch";178;"Grant Inc and Co";"Male";"Brooch";41;"Baby Shower";"Sapphires";19;"No";"Handmade";"No";14020
1010;"Engineered Versatile Pin";179;"Lang Ltd and Co";"Male";"Pin";19;"Promotion";"Onyx";3;"No";"Handmade";"Yes";9550
1011;"Preppy Precious Lovely Bracelet";179;"Lang Ltd and Co";"Female";"Bracelet";205;"Wedding";"Silk";13;"No";"Machine";"Yes";26712
1012;"Bold Bangle-Style Bracelet";179;"Lang Ltd and Co";"Female";"Bracelet";175;"Promotion";"Colored Diamonds";1;"No";"Handmade";"Yes";18245
1013;"Dainty Princess-Cut Bracelet";179;"Lang Ltd and Co";"Male";"Bracelet";135;"Surgery";"Stainless Steel";18;"No";"Handmade";"No";8000
1014;"Marquise-Cut Beautiful Hairpin";179;"Lang Ltd and Co";"Female";"Hairpin";47;"Wedding";"Colored Diamonds";18;"No";"Machine";"No";13247
1015;"Solid One-Of-A-Kind Durable Earrings";179;"Lang Ltd and Co";"Male";"Earrings";7;"Wedding";"Onyx";7;"Yes";"Machine";"No";1797
1016;"Smooth Precious Dapper Amulet";179;"Lang Ltd and Co";"Male";"Amulet";23;"Thank You";"Colored Gemstones";12;"Yes";"Machine";"No";1663
1017;"Individualist Round-Cut Pin";179;"Lang Ltd and Co";"Male";"Pin";45;"Graduation";"Tanzanites";16;"No";"Handmade";"No";13295
1018;"Vintage Intricate Cuff links";179;"Lang Ltd and Co";"Female";"Cuff links";45;"Holiday";"Colored Gemstones";17;"No";"Machine";"No";15406
1019;"Exceptional Laser-Cut Antique Armlet";179;"Lang Ltd and Co";"Female";"Armlet";220;"Engagement";"Tanzanites";12;"Yes";"Machine";"No";15437
1020;"Colorful Wardrobe-Friendly Coordinating Amulet";180;"Feil Group and Co";"Male";"Amulet";27;"Graduation";"Tanzanites";1;"Yes";"Handmade";"Yes";1494
1021;"Premium-Grade Trendsetting Solid Watch";180;"Feil Group and Co";"Female";"Watch";47;"Baby Shower";"Stainless Steel";7;"No";"Machine";"No";6756
1022;"Hand-Crafted Graceful Multi-Faceted Pin";180;"Feil Group and Co";"Female";"Pin";47;"Surgery";"Aquamarines";15;"Yes";"Handmade";"No";4909
1023;"Tiny Sparkly Ring";180;"Feil Group and Co";"Male";"Ring";10;"Engagement";"Lacquer";8;"Yes";"Machine";"No";1222
1024;"Precious Comfortable Bracelet";180;"Feil Group and Co";"Male";"Bracelet";216;"Baby Shower";"Diamonds";5;"Yes";"Handmade";"No";6288
1025;"Clustered Decorative Circlet";180;"Feil Group and Co";"Female";"Circlet";605;"Thank You";"Colored Gemstones";3;"No";"Machine";"Yes";12288
1026;"Encased Rocker-Style Two-Tone Anklet";180;"Feil Group and Co";"Female";"Anklet";192;"Holiday";"Turquoise";8;"Yes";"Machine";"No";2429
1027;"Comfortable Savvy Snag-Free Ring";180;"Feil Group and Co";"Female";"Ring";13;"Apology";"Colored Diamonds";9;"No";"Machine";"No";12663
1028;"Clustered Complex Exciting Armlet";180;"Feil Group and Co";"Male";"Armlet";143;"Anniversary";"Aquamarines";19;"No";"Machine";"No";7864
1029;"Solid Fancy Stylish Anklet";180;"Feil Group and Co";"Female";"Anklet";189;"Engagement";"Pearls";4;"No";"Handmade";"Yes";8239
1030;"Metallic Glitzy Circlet";181;"Jacobi Ltd";"Female";"Circlet";520;"Promotion";"Sterling Silver";17;"No";"Machine";"Yes";4199
1031;"Reflective Coordinating Brooch";181;"Jacobi Ltd";"Female";"Brooch";38;"Holiday";"Crystal";11;"Yes";"Machine";"No";4149
1032;"Distinctive Vintage Waterproof Brooch";181;"Jacobi Ltd";"Male";"Brooch";19;"Engagement";"Colored Gemstones";8;"No";"Machine";"Yes";7526
1033;"Engineered Cut-Out Earrings";181;"Jacobi Ltd";"Male";"Earrings";2;"Thank You";"Tanzanites";13;"No";"Machine";"Yes";5332
1034;"Ornate Iridescent Earrings";181;"Jacobi Ltd";"Male";"Earrings";7;"Engagement";"Diamonds";3;"Yes";"Machine";"Yes";4575
1035;"Hand-Finished Keepsake Cool Locket";182;"Botsford and Sons LLC";"Female";"Locket";45;"Graduation";"Aquamarines";8;"Yes";"Handmade";"Yes";15523
1036;"Artisanal Savvy Charm";182;"Botsford and Sons LLC";"Female";"Charm";44;"Apology";"Ruthenium";8;"No";"Handmade";"Yes";35150
1037;"Classic Precious Hand-Carved Circlet";182;"Botsford and Sons LLC";"Female";"Circlet";562;"Just Because";"Silk";17;"No";"Handmade";"Yes";21146
1038;"Top-Of-The-Line Colorful Burnished Circlet";182;"Botsford and Sons LLC";"Male";"Circlet";608;"Wedding";"Ruthenium";19;"Yes";"Machine";"Yes";585
1039;"Elegant Clustered Glitzy Watch";182;"Botsford and Sons LLC";"Female";"Watch";49;"Anniversary";"White Gold";16;"Yes";"Handmade";"No";10583
1040;"Hand-Carved Metallic Casual Hairpin";182;"Botsford and Sons LLC";"Female";"Hairpin";29;"Promotion";"Gold";19;"No";"Handmade";"Yes";16073
1041;"Bangle-Style Rocker-Style Waterproof Locket";183;"Kuvalis Oberbrunner and Schulist";"Male";"Locket";41;"Holiday";"Crystal";12;"No";"Handmade";"Yes";9726
1042;"Polished Hand-Crafted Innovative Pin";183;"Kuvalis Oberbrunner and Schulist";"Male";"Pin";15;"Thank You";"Diamonds";2;"Yes";"Handmade";"Yes";7644
1043;"Attention-Getting Dapper Corrosion-Resistant Pendant";183;"Kuvalis Oberbrunner and Schulist";"Female";"Pendant";21;"Surgery";"White Gold";13;"No";"Handmade";"No";22045
1044;"Gold-Toned Charming Hammered Locket";183;"Kuvalis Oberbrunner and Schulist";"Male";"Locket";26;"Promotion";"Tanzanites";12;"Yes";"Machine";"No";1648
1045;"Textured Silver Cuff links";183;"Kuvalis Oberbrunner and Schulist";"Male";"Cuff links";13;"Baby Shower";"Colored Gemstones";2;"No";"Handmade";"Yes";9695
1046;"Brilliant Solid Amulet";183;"Kuvalis Oberbrunner and Schulist";"Female";"Amulet";39;"Thank You";"Aquamarines";8;"Yes";"Machine";"No";8338
1047;"Shimmering Reflective Ring";184;"Rowe-Franecki LLC";"Male";"Ring";13;"Thank You";"Colored Diamonds";7;"No";"Machine";"Yes";12856
1048;"Wardrobe-Friendly Dapper Adjustable Cuff links";184;"Rowe-Franecki LLC";"Male";"Cuff links";41;"Promotion";"Silk";12;"No";"Handmade";"Yes";20915
1049;"Set Wrapped Silver Armlet";184;"Rowe-Franecki LLC";"Male";"Armlet";152;"Engagement";"Gold";10;"No";"Machine";"No";4886
1050;"Designer Waterproof Sparkling Earrings";184;"Rowe-Franecki LLC";"Male";"Earrings";6;"Promotion";"Aquamarines";20;"Yes";"Handmade";"No";3778
